smiles,theavy-atom,chiral-center,Rings,Aromatic-Rings,Rotatable-Bonds,Fsp3
CN(C)CCCn1c(=N)c2cc3c(=N)n(CCCN(C)C)c(=O)n(CCCN(C)C)c3nc2n(CCCN(C)C)c1=N,42,0,3,3,16,0.6896551724137931
COC(=O)c1ccc2c(c1)c(=N)c1c(N3CCN(C)CC3)ncnc1n2C,27,0,4,3,2,0.3684210526315789
N=c1c2cc(C(N)=O)ccc2n(C2CC2)c2cc3ncnc(N4CCNCC4)c3cc12,31,0,6,4,3,0.30434782608695654
CCCn1c(=O)c(C(=O)OCC)cc2cc3c(=N)n(Cc4ccc(C)cc4)c(=N)n(CCCN4CCOCC4)c3nc21,42,0,5,4,10,0.45161290322580644
N=c1c2cc(C(N)=O)ccc2n(CCCN)c2ncccc12,22,0,3,3,4,0.1875
CCn1c(=N)c2c(=N)n(C)c(=O)n(C)c2c2c(=N)n(CCN(C)C)c(-c3ccccc3)nc21,33,0,4,4,5,0.34782608695652173
Cc1cc2c(cc1N1CCNCC1)c(=N)[nH]c1ncc(-c3cccnc3)cc12,28,0,5,4,2,0.22727272727272727
CCOC(=O)c1ccnc2c1c(=N)n(CCN(C)C)c1ccc(S(=O)(=O)N3CCCCC3)cc21,34,0,4,3,7,0.4583333333333333
COC(=O)c1ccc2nc3c(cc2c1)c(=N)n(Cc1ccccn1)c(=O)n3CCN(C)C,32,0,4,4,6,0.2608695652173913
CN1CCN(c2ncnc3oc4ccc(S(C)(=O)=O)cc4c(=N)c23)CC1,26,0,4,3,2,0.35294117647058826
Cc1cc2c(oc(=N)c3cc(C(=O)O)ccc32)c(N2CCNCC2)n1,25,0,4,3,2,0.2777777777777778
Cn1c(=N)c2cc(-c3ccccn3)ccc2n2c(N3CCNCC3)nnc12,27,0,5,4,2,0.2631578947368421
CN(C)CCN(C)c1nccc2cc3c(cc12)c(=N)c1ccccc1n3C,27,0,4,4,4,0.2727272727272727
CCN(CC)CCNc1c2ccc(C(=O)OC)cc2nc2c1c1ccsc1c(=N)n2C,31,0,4,4,7,0.34782608695652173
CN(C)CCn1c(=O)n(C)c(=O)c2cc3c(=N)n(CCN4CCOCC4)c(=N)[nH]c3nc21,32,0,4,3,6,0.55
CCOC(=O)c1cc(=N)c2cc3c(NCCN)nccc3nc2o1,24,0,3,3,5,0.25
CN(C)CCNc1cc2oc3ccc(S(C)(=O)=O)cc3c(=N)c2cn1,25,0,3,3,5,0.29411764705882354
Cn1c(=O)ccc2cc3c(=N)c4c(N)ncnc4n(CCN4CCCC4)c3cc21,29,0,5,4,3,0.3333333333333333
CCN(CC)CCn1cnc2c(c(=N)c3cc4cccnc4cc3n2C)c1=N,28,0,4,4,5,0.3333333333333333
COC(=O)c1cc(=N)c2cc3cnc(=N)n(CCN(C)C)c3cc2o1,25,0,3,3,4,0.29411764705882354
CN(C)CCCn1ccc(=N)c2cc3cc(C(=O)O)ccc3nc21,24,0,3,3,5,0.2777777777777778
CN(C)CCCn1c(=O)n(C)c(=N)c2cc3c(=N)n(C)c(=N)n(CCN(C)C)c3nc21,31,0,3,3,7,0.55
CCCCn1c(=O)n(CCNC2CCCCC2)c(=N)c2cc3cc(C(=O)OCC)c(=N)n(C)c3nc21,36,0,4,3,9,0.5769230769230769
CN(C)CCn1c(=N)c2c(c3c(=N)n(-c4cccc(C(=O)NC5CC5)c4)cnc31)n(C)c(=O)n2C,35,0,5,4,6,0.375
CCOC(=O)c1ccc2c(c1)c(=N)c1cc(C#N)c(=N)n(CCN(C)C)c1n2C,29,0,3,3,5,0.3333333333333333
CCn1c(-c2cc3ccc4ncccc4c3oc2=N)nnc1C1CCCNC1,28,1,5,4,3,0.3333333333333333
N=c1c2cc(C(N)=O)ccc2n(C2CN3CCC2CC3)c2ncnc(N3CCNCC3)c12,32,1,7,3,3,0.4782608695652174
Cc1ccc(C=c2[nH]c(=Cc3cccnc3)c(=N)[nH]c2=O)cc1O,24,0,3,3,2,0.05555555555555555
CCOC(=O)c1cc2cc3c(=N)ncn(CCN(C)C)c3cc2n(C)c1=N,27,0,3,3,5,0.3684210526315789
Cc1ccccc1-n1c(SCCN)nc2c(c(=O)c3c[nH]c(=O)cc3n2C)c1=N,29,0,4,4,4,0.2
N=c1c2cc3nc4n(c(=O)c3cc2n(CCN2CCOCC2)c(=N)n1CCN1CCOCC1)CCCCC4,38,0,6,3,6,0.6296296296296297
CN(C)CCn1c(=N)n(C)c(=N)c2cc3c(=O)c4cc(Cl)ccc4n(CCN(C)C)c3nc21,33,0,4,4,6,0.391304347826087
Cn1c(=O)c2c(=N)n(CCN3CCOCC3)c3nc4ccc(C(F)(F)F)cc4c(=O)n3c2n(C)c1=O,36,0,5,4,3,0.4090909090909091
CCn1c(=NC(=O)CN2CCCC2)c(C(F)(F)F)cc2c(=N)n(CCN(C)C)c(C)nc21,32,0,3,2,6,0.6190476190476191
CN(C)CCn1c2nc3ccc(C(=O)O)cc3c(=N)c-2cc2cccnc21,27,0,4,2,4,0.2
N=c1c2cc(C(=O)O)ccc2n(C2CC2)c2ncnc(N3CCNCC3)c12,27,0,5,3,3,0.3684210526315789
COC(=O)c1cc2c(cc1C)c(=N)c1cccnc1n2CCCN(C)C,26,0,3,3,5,0.35
N=c1ccn(CC(F)(F)F)c2c1c(=N)n(CCN1CCOCC1)c1ncccc21,29,0,4,3,4,0.42105263157894735
CN(C)CCn1c2ccc(C(N)=O)cc2c2c(N)ncnc21,22,0,3,3,4,0.26666666666666666
CC(=O)c1ccc2oc3ncnc(N4CCN(C)CC4)c3c(=N)c2c1,25,0,4,3,2,0.3333333333333333
Cn1c2nc(N3CCNCC3)n(Cc3ccccc3Cl)c(=N)c2c(=O)c2ccc(=O)[nH]c21,32,0,5,4,3,0.2727272727272727
N=c1c2cc3c(=N)n(CCN4CCCCC4)c(=O)nc-3n(CC(F)(F)F)c2nc(N2CCOCC2)n1CCN1CCCCC1,44,0,6,1,8,0.6896551724137931
CCN(CC)CCNc1nc2ccc(C(=O)C(F)(F)F)cc2c(=N)[nH]1,25,0,2,2,7,0.4375
COC(=O)c1ccc2nc3n(CCN(C)C)c4nc(NCCN(C)C)ccc4cc-3c(=N)c2c1,34,0,4,2,8,0.36
Cn1c2nc(=N)n(CCN3CCOCC3)c(=N)c-2cc2c1c1ccccc1n2C,29,0,5,2,3,0.38095238095238093
N=c1c2nc3ccc(C(=O)O)cc3cc2ncn1CCN1CCCC1,25,0,4,3,4,0.3333333333333333
COC(=O)c1cc(=N)c2cc3cc(C#N)c(=N)n(CCCN(C)C)c3cc2o1,28,0,3,3,5,0.3
CCCn1c(=N)n(Cc2ccccc2)c(=N)c2cnc(N3CCNCC3)nc21,28,0,4,3,5,0.4
CC(C)n1c(=N)c(-c2ccc3ncccc3c2)cc2cc3c(=N)[nH]c(N4CCN(C)CC4)nc3nc21,36,0,6,5,3,0.2962962962962963
CN(C)CCNc1nc(N)c2c(=N)c3cc(S(=O)(=O)N4CCCCC4)ccc3n(C)c2n1,32,0,4,3,6,0.47619047619047616
CN(C)CCn1cc2c(cc1=N)c(=N)c1cc(S(=O)(=O)Nc3ccccc3)ccc1n2C,32,0,4,4,6,0.21739130434782608
CN(C)S(=O)(=O)c1ccc2c(c1)c(=O)c1cnc(N3CCN(CC(F)(F)F)CC3)nc1n2C,33,0,4,3,4,0.45
N=c1c2cc3cccnc3cc2nc(NCCN2CCCCC2)n1-c1ccccc1,30,0,5,4,5,0.2916666666666667
N#Cc1cc2c(N3CCNCC3)nccc2oc1=NC(=O)c1ccccc1,27,0,4,3,2,0.2
CN1CCN(c2nc3c(c(=N)n2C)c(=N)n2nc(-c4ccco4)nc2n3CCN2CCOCC2)CC1,36,0,6,4,5,0.5217391304347826
Cn1c2ccnc(=N)c-2cc2c(=N)n3c(nc21)N(CCN1CCCCC1)CCC3,29,0,5,1,3,0.5238095238095238
CCn1c(=N)ccc2c(NCCN3CCCCC3)c3cc(C(=O)OC)ccc3nc21,30,0,4,3,6,0.43478260869565216
CN(C)CCNc1nc(=N)oc2cc3c(=O)c4ccccc4oc3cc12,26,0,4,4,4,0.21052631578947367
CN1CCN(c2nc3c(cc4c(=N)n(C)c(=O)nc-4n3C)c(=N)n2-c2ccccc2)CC1,32,0,5,2,2,0.3181818181818182
Cc1cccn2c(=O)c3c(=N)n(CCN4CCOCC4)c(=N)n(CCN4CCOCC4)c3nc12,34,0,5,3,6,0.5652173913043478
N=c1[nH]ccc2cc3c(=N)[nH]c(N4CCNCC4)nc3cc12,22,0,4,3,1,0.26666666666666666
CC(=O)c1ccc2c(c1)oc(=N)c1c(N3CCNCC3)c(C#N)c(=N)oc12,27,0,4,3,2,0.2631578947368421
CS(=O)(=O)c1ccc2c(=N)c3c(N4CCNCC4)ncnc3oc2c1,25,0,4,3,2,0.3125
Cn1c(NCCN2CCCCC2)nc2nc3c(ccc(=O)n3CC(F)(F)F)cc2c1=N,31,0,4,3,5,0.5
CN(C)CCn1c(N2CCOCC2)nc2cc3ncn(C)c(=N)c3cc2c1=N,28,0,4,3,4,0.47368421052631576
CN1CCN(c2ncc3c(ccc4c(=N)n(CCN5CCOCC5)c(=N)n(C5CC5)c43)n2)CC1,34,0,6,3,5,0.5833333333333334
CC(=O)c1ccc2c(=N)c3c(=N)n(C)c(N4CCNCC4)nc3oc2c1,26,0,4,3,2,0.3333333333333333
CCOC(=O)c1cc2n(CCN3CCOCC3)c(=N)c3c(=N)n(CCN4CCOCC4)c(Cl)nc3n2c1,37,0,5,3,8,0.5833333333333334
CC(=O)c1ccc2c(=N)n(CCCN3CCCCC3)c(=N)[nH]c2c1,24,0,3,2,5,0.5
N=c1oc2cc3cc4ccncc4cc3c(NCCN)c2cc1CCN,26,0,4,4,5,0.2
COC(=O)c1ccc2c(=N)n(CCN3CCCCC3)c3nc4ccccc4c(=O)n3c2c1,32,0,5,4,4,0.3333333333333333
CN(C)CCn1c2ccc(C(=O)Nc3cccc(C(F)(F)F)c3)cc2c(=N)c2cccnc21,33,0,4,4,5,0.20833333333333334
CN(C)CCCn1c2cc3ccc(=O)oc3cc2c(=N)c2c(N)ncnc21,27,0,4,4,4,0.2631578947368421
N=c1c2cc(S(=O)(=O)N3CCCCC3)ccc2nc2n(CCN3CCCCC3)nc(-c3ccccc3)n12,37,0,6,4,6,0.4444444444444444
CN1CCN(c2nccc3oc4ccc(C(=O)O)cc4c(=N)c23)CC1,25,0,4,3,2,0.2777777777777778
CC(=O)c1ccc2nc3c(cc2c1)c(=N)n(C(C)CN)c(=N)n3C,24,1,3,3,3,0.29411764705882354
N=c1n(CCCN2CCCCC2)c(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc2n1CCCN1CCCCC1,39,0,5,2,10,0.7241379310344828
CN(C)CCn1c(=N)c2c(=N)c3cc(O)ccc3oc2c2cc(C(=O)O)ccc21,29,0,4,4,4,0.19047619047619047
N=c1[nH]cnc2cc3c(=N)[nH]c(N4CCN(c5ccccn5)CC4)nc3cc12,28,0,5,4,2,0.21052631578947367
CN(C)CCCn1c(=N)c(C(N)=O)cc2cc3ccc(=O)oc3nc21,25,0,3,3,5,0.29411764705882354
CC(=O)c1ccc(-n2cnc3c(NCCN)nccc3c2=N)cc1,24,0,3,3,5,0.17647058823529413
CCOC(=O)c1cc2cc3c(=N)n(-c4ccc(F)cc4)c(=N)n(CCCN(C)C)c3nc2n(C)c1=N,36,0,4,4,7,0.32
N=c1c2cc(F)ccc2oc2nc(NCCN3CCCC3)ncc12,24,0,4,3,4,0.35294117647058826
N=c1[nH]c(N2CCNCC2)cc2cc3c(N)ncnc3cc12,22,0,4,3,1,0.26666666666666666
O=c1c2cc3cccnc3cc2n(C2CC2)c2ncnc(N3CCNCC3)c12,28,0,6,4,2,0.3333333333333333
CN(C)CCCn1c2ccc(S(C)(=O)=O)cc2c(=N)c2c(=N)n3ccccc3nc21,30,0,4,4,5,0.2857142857142857
NS(=O)(=O)c1ccc2c(c1)c(=O)c1cnc(N3CCNCC3)nc1n2CCN1CCOCC1,33,0,5,3,5,0.47619047619047616
COC(=O)c1ccc2c(c1)c(=N)c1c(N3CCNCC3)ncnc1n2CCN1CCOCC1,33,0,5,3,5,0.4782608695652174
N=c1c(-c2ccc3nccnc3c2)cc2c(N)ncnc2n1CCN1CCCCC1,30,0,5,4,4,0.3181818181818182
N=c1oc2ccccc2cc1-c1cc2c(N3CCNCC3)ncnc2oc1=N,28,0,5,4,2,0.2
Cn1c(=N)c2c(N3CCNCC3)nccc2c2ccc(S(N)(=O)=O)cc21,26,0,4,3,2,0.29411764705882354
CN(C)CCn1c2nc(N3CCN(C)CC3)ncc2c(=N)c2c(=N)n3cccc(C(=O)NCc4ccc(F)cc4)c3nc21,43,0,6,5,7,0.3333333333333333
COC(=O)c1ccc2c(=N)c3c(N4CCNCC4)ncnc3oc2c1Cl,26,0,4,3,2,0.29411764705882354
N=c1c2cc(C(=O)O)ccc2n(C2CC2)c2nc3n(c(=N)c12)C(CN)CC3,27,1,5,3,3,0.3684210526315789
CC(=O)c1ccc2c(c1)c(=O)c1c(=N)n(CCN3CCOCC3)c(=N)n(CCN3CCOCC3)c1n2C,37,0,5,3,7,0.5384615384615384
COCCCn1c(=N)n(CCN2CCN(c3cccc(C(F)(F)F)n3)CC2)c(=N)c2c(=O)n3cccc(C)c3nc21,41,0,5,4,8,0.4444444444444444
CCOC(=O)c1cc2cc3c(NCCN)nc(N)nc3cc2c(=N)o1,25,0,3,3,5,0.25
CCn1c2ccc(C(=O)OC)cc2c(=N)c2c(N3CCN(C)CC3)ncnc21,28,0,4,3,3,0.4
COC(=O)c1cnc2c(c1)cc(C#N)c(=N)n2C1CCNCC1,23,0,3,2,2,0.375
CN(C)CCn1cnc(=N)c2cc3cc(C(=O)O)c(=N)n(Cc4ccccc4)c3nc21,31,0,4,4,6,0.22727272727272727
N=c1c2cc(C(=O)O)ccc2oc2c(N3CCNCC3)ncc(Cl)c12,25,0,4,3,2,0.23529411764705882
CN1CCN(c2nc3cc4c(=N)ccn(CCF)c4cc3c(=N)[nH]2)CC1,26,0,4,3,3,0.3888888888888889
COC(=O)c1ccc2c(c1)oc(=N)c1c(=N)n(CCN3CCN(c4ccccn4)CC3)cnc12,34,0,5,4,5,0.2916666666666667
COc1ccc2c(=N)c3cc4c(N5CCCN(C)CC5)nccc4cc3oc2c1,29,0,5,4,2,0.30434782608695654
CC(=O)c1ccc2c(=N)c3c(NCCN4CCCCC4)ncnc3oc2c1,27,0,4,3,5,0.4
COC(=O)c1ccc2nc3ncn(CCN4CCCCC4)c(=N)c3cc2c1,27,0,4,3,4,0.4
Cn1c2ccc(C(=O)O)cc2c(=O)c2cnc(N3CCNCC3)nc21,25,0,4,3,2,0.29411764705882354
COC(=O)c1ccc2c(c1)c1c(c(=N)n2CCN2CCOCC2)c2c(c(=O)c3ccccc3n2CCN2CCOCC2)c(=N)n1C,46,0,7,5,7,0.4117647058823529
CC(=O)N=c1ccc2c(=N)[nH]c(N3CCNCC3)nc2[nH]1,21,0,3,2,1,0.38461538461538464
N=c1cc(-c2cc3c(N4CCNCC4)ncnc3[nH]c2=N)cc[nH]1,24,0,4,3,2,0.25
CN(C)CCCn1c2cc3c(=O)occc3cc2c(=N)c2cccnc21,26,0,4,4,4,0.25
N=c1[nH]c(=N)c2ccc(-c3ccnc(C(F)(F)F)c3)cc2[nH]1,22,0,3,3,1,0.07142857142857142
CN(C)CCn1c(=O)c2c(=N)n(C)c3ccc(S(N)(=O)=O)cc3c2n(C)c1=N,28,0,3,3,4,0.35294117647058826
N=c1c2cc3c(N4CCNCC4)nccc3cc2oc2cccnc12,25,0,5,4,1,0.21052631578947367
COc1cc2c(=N)c3c(N4CCNCC4)ncnc3n(C3CC3)c2cc1OC,28,0,5,3,4,0.45
CCOC(=O)C#Cc1cc2c(N3CCNCC3)ncnc2[nH]c1=N,24,0,3,2,2,0.375
CN1CCN(c2ccc(C#Cc3cc(-c4cc5cnc(N6CCN(C)CC6)nc5n(C)c4=N)c[nH]c3=N)cc2)CC1,41,0,6,4,3,0.3548387096774194
CCOC(=O)c1ccc2[nH]c(=N)c3ccc(=NCCN(C)C)[nH]c3c2c1,26,0,3,3,5,0.3157894736842105
CCN(CC)CCn1c(-c2ccccc2)nc2c(c1=N)c1c(c(=N)n(C)c(=O)n1C)c(=N)n2CC,35,0,4,4,7,0.4
CCn1c(=N)nc(N2CCNCC2)c2cc3oc(=O)c4ccccc4c3cc21,28,0,5,4,2,0.2857142857142857
CN(C)CCn1c(=N)c2cc3c(=N)n(C)c(=O)n(C)c3cc2n(C)c1=N,26,0,3,3,3,0.4117647058823529
COC(=O)c1ccc2c(c1)c(=N)c1c(N)ncnc1n2CCN1CCCCC1,28,0,4,3,4,0.4
N=c1[nH]c2cnc(N3CCNCC3)cc2c2nc(N3CCCC3)c(C(N)=O)cc12,29,0,5,3,3,0.4
COC(=O)c1cnc2c(c1)c1ccnc(N3CCN(C)CC3)c1c(=N)n2CC(F)(F)F,31,0,4,3,3,0.4
CS(=O)(=O)c1ccc2cc(C(=O)NCCN)c(=N)oc2c1,21,0,2,2,4,0.23076923076923078
Cn1c(=N)n(CCN2CCOCC2)c(=N)c2c(=N)n(CCN3CCOCC3)c3c4ccccc4ccc3c21,38,0,6,4,6,0.4642857142857143
N=c1c2cc(C(=O)O)ccc2c2c(=N)n3ccccc3nc2n1CCN1CCCCC1,31,0,5,4,4,0.30434782608695654
CN(C)CCNc1c2ccc(S(N)(=O)=O)cc2nc2c1c(=N)c1cc(Cl)ccc1n2C,31,0,4,4,5,0.23809523809523808
Cn1cnc2cc3c(cc2c1=N)c(=O)c1ccc(N2CCNCC2)nc1n3C,28,0,5,4,1,0.3
CCOC(=O)c1ccc2c(=N)c3cnn(CCN)c3nc-2n1C,23,0,3,1,4,0.3333333333333333
Cn1c2ccc(S(=O)(=O)N3CCCCC3)cc2c(=N)c2c(N3CCNCC3)ncnc21,31,0,5,3,3,0.47619047619047616
NC(=O)c1ccc2c(c1)c(=O)c1c(N3CCNCC3)ncnc1n2C1CC1,27,0,5,3,3,0.3684210526315789
CN1CCN(c2nc3cc4c(cc3c(=N)[nH]2)c(=N)n(C)c(=N)n4CCN2CCOCC2)CC1,33,0,5,3,4,0.5454545454545454
Cn1c(C(=O)NCc2ccncc2)cc2c(=N)n(CCN3CCOCC3)c3ncnc(N)c3c21,34,0,5,4,6,0.34782608695652173
CN(C)CCNc1ncc2c(=N)c3cc(S(C)(=O)=O)ccc3n(C)c2n1,26,0,3,3,5,0.35294117647058826
CC(=O)c1ccc2c(=N)c3c(NCCN)ncnc3n(C)c2c1,23,0,3,3,4,0.25
CN(C)CCn1cnc2cc3c(cc2c1=N)c(=O)n(C)c(=O)n3C,24,0,3,3,3,0.375
CCn1c2ccc(C(=O)OC)cc2c(=N)c2c(N3CCNCC3)ncnc21,27,0,4,3,3,0.3684210526315789
CN1C(=O)C2=Cn3c(N4CCNCC4)nc4c(c1c2c(=N)n4C)c3=N,25,0,5,2,1,0.375
N=c1c2oc(=O)ccc2n2c(=N)c3ccccc3nc2n1CCN1CCCCC1,29,0,5,4,3,0.3333333333333333
N=c1oc2ncn(CCN3CCCC3)c(=N)c2cc1-c1ccc2ncccc2c1,29,0,5,4,4,0.2727272727272727
CCOC(=O)c1cc2c(=N)n3c(C)nn(CCN(C)C)c3nc2n(Cc2ccccc2F)c1=N,34,0,4,4,7,0.34782608695652173
CN(C)CCCn1c(=O)n(Cc2ccc(Cl)cc2)c(=N)c2cc3cc(C(=O)O)ccc3nc21,33,0,4,4,7,0.25
Cn1c(=N)c2cc3c(=N)cc(N4CCNCC4)oc3cc2n(C)c1=N,25,0,4,3,1,0.35294117647058826
CCn1c2ccc(C(=O)O)cc2c(=O)c2cc(N3CCN(C)CC3)cnc21,27,0,4,3,3,0.35
Cc1c(C(N)=O)sc2c1c1c(cc(C(=O)NCc3ccccc3)c(=N)n1CCN(C)C)c(=N)n2CCN(C)C,39,0,4,4,10,0.35714285714285715
COC(=O)c1ccc2c(=N)n3c(NCCNC4CCCCC4)c4cc(Cl)ccc4nc3nc2c1,34,0,5,4,6,0.36
Cn1c2ccc(C(=O)O)cc2c(=O)c2c(=O)n(-c3ccc(F)cc3)c(C3CCNCC3)nc21,33,0,5,4,3,0.25
CCn1c(=N)c2cc3c(=N)[nH]c(N4CCN(C)CC4)nc3cc2n(CC)c1=N,28,0,4,3,3,0.47368421052631576
CS(=O)(=O)c1ccc2[nH]c(=N)c3cnc(N4CCNCC4)cc3c2c1,25,0,4,3,2,0.29411764705882354
CCn1c2cc(C)c(C)cc2c(=O)c2cc3cc(C(N)=O)c(=N)n(CCN4CCCC4)c3nc21,34,0,5,4,5,0.38461538461538464
Cn1c(=N)c2cc3c(=N)[nH]c(N4CCN(CCN5CCN(c6ccccc6)CC5)CC4)nc3nc2n(C)c1=O,39,0,6,4,5,0.4444444444444444
Cc1nc2cc3c(cc2c(=N)n1C)c(=N)n(CCN(C)C)c(=N)n3CC(F)(F)F,29,0,3,3,4,0.4444444444444444
CN(C)CCN(c1nc2nc3c(cc2c(=N)n1-c1ccccc1)c(=N)n(C)c(=O)n3C)C1CCCCC1,37,0,5,4,6,0.4444444444444444
N=c1[nH]c(=N)n(CCN)c2cc3[nH]c(=O)c(F)cc3cc12,21,0,3,3,2,0.15384615384615385
N#Cc1ccc(N=c2ccc3c(N4CCNCC4)ncnc3[nH]2)nc1,25,0,4,3,2,0.23529411764705882
CN(C)CCCn1c(=N)ccc2c(=N)c3oc(=O)c(C(=O)O)cc3oc21,26,0,3,3,5,0.29411764705882354
COC(=O)c1ccc2c3ccnc(N4CCN(C)CC4)c3c(=N)n(C3CC3)c2c1,29,0,5,3,3,0.4090909090909091
CN(C)CCn1cnc2cc3c(cc21)c(=N)c1cc(-n2cccc2)ccc1n3C,29,0,5,5,4,0.21739130434782608
N=c1ccn2c(N3CCNCC3)nc3cc4ccncc4cc3c2c1,25,0,5,4,1,0.21052631578947367
CCn1c(=N)c(=Cc2ccc[nH]c2=O)c(=O)n(CCCN(C)C)c1=C(C#N)C#N,29,0,2,2,6,0.35
N=c1oc2cc(CCN)ncc2c2ccc(C(N)=O)cc12,21,0,3,3,3,0.13333333333333333
Cn1cnc2cc3ncn(CC4CC5CCN4CC5)c(=N)c3cc2c1=O,26,1,6,3,2,0.47368421052631576
CCn1c2ccc(C(=O)O)cc2c(=O)c2c(=N)n(CCN(C)C)cnc21,26,0,3,3,5,0.3333333333333333
CCOC(=O)c1ccc2nc3c(cnn3CCN)c(=N)n2c1,22,0,3,3,4,0.2857142857142857
CC(=O)c1ccc2c(=N)c3c(N4CCNCC4)nccc3oc2c1,24,0,4,3,2,0.2777777777777778
CN1CCN(c2nc(N3CCC(F)(F)C3)nc3c2cc(-c2ccncc2)c(=N)n3C2CC2)CC1,34,0,6,3,4,0.5
COC(=O)c1ccc2nc3c(cc2c1)c(=N)n(Cc1ccccc1)c(=O)n3CCN(C)C,32,0,4,4,6,0.25
CCOC(=O)c1ccc2c(c1)c(=O)c1c(=N)n(CCN(CC)CC)cnc1n2CC,30,0,3,3,8,0.45454545454545453
CN(C)CCCn1c(=N)c2cc(S(=O)(=O)N(C)C)ccc2n(Cc2ccc(Cl)cc2)c1=N,32,0,3,3,8,0.36363636363636365
CCN(CC)CCn1c(N2CCNCC2)nc2c(c(=O)c3cc(S(N)(=O)=O)ccc3n2C)c1=N,34,0,4,3,7,0.5
Cn1c2ccc(S(=O)(=O)N3CCCCC3)cc2c(=N)c2c(N)nc(N3CCNCC3)nc21,32,0,5,3,3,0.47619047619047616
CN(C)CCn1c(=N)n(C)c(=N)c2cc3c(=N)n(-c4ccccc4)c(=N)n(CCN4CCOCC4)c3nc21,38,0,5,4,7,0.4230769230769231
N#Cc1cc2cc3c(=N)n4c(nc3nc2oc1=N)CCC4CN1CCCC1,27,1,5,3,2,0.42105263157894735
N=c1[nH]c2c3ccncc3ccc2c2c(=N)n(CCN3CCCCC3)ncc12,28,0,5,4,3,0.3333333333333333
CC(=O)c1ccc2c(c1)ncc1c(=N)n(CCN(C)C)cnc12,23,0,3,3,4,0.29411764705882354
CCC(C)n1cnc2cc3c(=N)n(CCN4CCOCC4)c(=N)n(CCN4CCOCC4)c3nc2c1=N,37,1,5,3,8,0.64
N=c1ccc2cc3ccc4c(c3cc2o1)CCCN4CCN1CCCC1,26,0,5,3,3,0.4090909090909091
CC(=O)c1ccc2oc3nc(NCCN4CCCC4)ncc3c(=N)c2c1,26,0,4,3,5,0.3684210526315789
CN(C)CCNc1ncnc2oc3cc(C(=O)O)ccc3c(=N)c12,24,0,3,3,5,0.25
NC(=O)c1cc2cc3c(N4CCNCC4)ncnc3nc2nc1N,24,0,4,3,2,0.26666666666666666
CN(C)CCCn1c2ccc(Cl)cc2c(=N)c2cc3c(=N)n(C)c(=O)n(C)c3nc21,30,0,4,4,4,0.3333333333333333
CN(C)CCSc1nc2c(c(=O)c3cc(C(=O)O)ccc3n2C)c(=N)n1-c1ccc(Cl)cc1,33,0,4,4,6,0.21739130434782608
CN(C)CCNc1ncn(CCN(C)C)c2nc3ccc(C(=O)Nc4ccc(C(F)(F)F)cc4)cc3c(=N)c1-2,39,0,4,2,9,0.3333333333333333
CN(C)CCn1c2c(c(=N)c3cc4cc(C(=O)O)ccc4nc31)CCCC2,27,0,4,3,4,0.38095238095238093
N=c1c2cc(C(=O)O)ccc2n(CCN)c2ncnc(N3CCNCC3)c12,27,0,4,3,4,0.3333333333333333
Cn1c(=O)oc2cc3c(=N)c4c(N5CCNCC5)ncnc4n(CCN4CCCCC4)c3nc21,34,0,6,4,4,0.5217391304347826
Cn1c(=O)c2ccccc2n2c(=O)c3c(=N)n(CCN4CCCC4)c(=N)n(CCCN4CCCCC4)c3nc12,39,0,6,4,7,0.5357142857142857
CN(C)CCn1c(N2CCCCC2)nc2c(c1=N)c(=N)n(Cc1ccccc1)c(=O)n2CC(F)(F)F,36,0,4,3,7,0.5
CN(C)CCCn1c(=N)c(-c2ccn(C)c(=O)c2)cc2c(=N)n3ccccc3nc21,30,0,4,4,5,0.2727272727272727
N=c1c2cc(C(=O)NCC(F)(F)F)ccc2n(CCN2CCOCC2)c2ncccc12,31,0,4,3,5,0.38095238095238093
COC(=O)c1ccc2c(c1)c(=N)c1cc3ncccc3cc1n2CCN,26,0,4,4,3,0.15
Cn1c(=N)c2cc3c(=N)[nH]c(N4CCOCC4)nc3nc2n(CCN2CCOCC2)c1=N,32,0,5,3,4,0.55
